,word,spam,normal
31094,umbrella,1,2
31095,umbrellas,0,1
31096,umber,0,1
31097,umri,0,1
31098,uml,2,0
31099,umlauts,0,1
31100,umfallen,1,0
31101,umspNUMBERlqlNUMBERwcoppjNUMBERlNUMBERuNUMBERsabfacnjqgNUMBERpklkyfNUMBERkrNUMBERmiywptsbj,1,0
31102,umysxbyw,1,0
31103,umyijmmzNUMBERfNUMBERqagkslkukljNUMBERsNUMBERiiasstosjkuuNUMBERfNUMBERtNUMBERmianqthbocxfNUMBERrymncwNUMBERlwyijNUMBERzNUMBERxacNUMBERzz,1,0
31104,umwzpxbtwgiNUMBERjuwupmxwNUMBERpksNUMBERfNUMBERlNUMBERuNUMBERpblqmzxNUMBERpyoNUMBERlvufnblozqea,1,0
31105,ua,1,0
31106,uah,0,2
31107,uaNUMBERnkxwvNUMBERomonvtfNUMBERtnNUMBERfc,1,0
31108,uaNUMBERklNUMBERqpmNUMBERkjNUMBERmu,1,0
31109,uaNUMBERxtsxnbzrnNUMBERnnydNUMBERrt,1,0
31110,uasr,1,0
31111,uauemNUMBERtnvudriNUMBERvdwgthtzooyxyhcpjuorbNUMBERdNUMBERy,1,0
31112,uot,0,1
31113,uotNUMBERlzNUMBERswlhjxyscwouonjzunbNUMBER,1,0
31114,uoy,0,1
31115,uoNUMBERw,1,0
31116,uentrylist,0,2
31117,uefas,5,0
31118,uetpwjfkzNUMBERwNUMBERpojta,1,0
31119,uempdnllgeqldnxkvNUMBERrooNUMBERcsjzk,1,0
31120,uejgyhqbeNUMBERldumrqjxmdaNUMBERtbNUMBERrqhlduejgyhqbeNUMBERldumrqjxmdaNUMBERtbNUMBERrqhlduejgyhqbeNUMBERldum,1,0
31121,uyNUMBERfhnNUMBERifs,0,1
31122,uyNUMBERrNUMBERxzNUMBERzlj,1,0
31123,uyNUMBERrpNUMBERy,1,0
31124,uyumlu,2,0
31125,uyztwNUMBERoNUMBERe,1,0
31126,uypmzxNUMBERn,1,0
31127,uyrjbNUMBERzsNUMBERzzrfkNUMBEReuq,1,0
31128,uyqkNUMBERlgintndunNUMBERcNUMBERgztlfcmNUMBERfxgsynel,1,0
31129,uycjxNUMBERtNUMBERyjNUMBER,1,0
31130,uyiuismNUMBERrtbjutfjxaNUMBERr,1,0
31131,uyfnndaneicwpNUMBERuNUMBERuuuecroovhqiuumNUMBERoqm,1,0
31132,uyvlslxuis,1,0
31133,ux,0,2
31134,uxnNUMBERfxyNUMBERxhnopexldxrgmhlntxxNUMBER,1,0
31135,uxNUMBERovpssinybnNUMBERdqvNUMBER,1,0
31136,uxNUMBERhat,1,0
31137,uxNUMBERihxxekNUMBERbNUMBERluNUMBERqsipwxlkcuikgxejNUMBERpodkNUMBERs,1,0
31138,uxgunlfuxbklwfedNUMBERytuNUMBERrkutwtrNUMBERirNUMBERqNUMBERfyolblzxkwmtlguofdwqrtgNUMBERjNUMBERvnhhqdNUMBERdrbygm,1,0
31139,uxuulNUMBERwcfmNUMBERrmvlfzNUMBERfhkzNUMBERmztnsNUMBERvNUMBERyxNUMBERmNUMBERflbNUMBERbnsaupotsxnkNUMBERzrwzlcnqNUMBERfpkNUMBERzjzuwv,1,0
31140,uxfNUMBERswzNUMBERjvzNUMBERrotNUMBERbnativpucixNUMBERpslnwskbreNUMBERwNUMBERmmejoyNUMBERqNUMBERlfgsaNUMBERfvkobvgtnlxzNUMBERmfhj,1,0
31141,uz,1,0
31142,uzay,1,0
31143,uzeo,2,0
31144,uzima,2,0
31145,uzoqNUMBERfkoedrjlokpNUMBERaiNUMBERsyovhmNUMBERzvdNUMBERcptfzwsbwveNUMBERfcigotdfisyNUMBERfk,1,0
31146,uzuemNUMBERtxvuguNUMBERtb,1,0
31147,uqvNUMBERyncjkcf,1,0
31148,uqvNUMBERyjqNUMBERuNUMBERqkjllebNUMBERgoaeubvbqkqpbzyw,1,0
31149,uqvNUMBERyjxNUMBERtcqNUMBERzslipm,1,0
31150,uqvNUMBERyhrtcbaqqsvtanhohNUMBERjkubvqnrghrcuoxNUMBEReqrywrmjjjqmaybpkoyyue,1,0
31151,uqvNUMBERyhNUMBERsq,1,0
31152,uqNUMBERhzNUMBERioNUMBERwdymfNUMBERoNUMBERvgn,1,0
31153,uqNUMBERhydsNUMBERvjpNUMBERkrkNUMBERxvNUMBERwjts,1,0
31154,uqubNUMBERqtNUMBERcuenswshwNUMBERpotxpddNUMBERtpqnkNUMBERboNUMBERwscjrNUMBERxrNUMBERftNUMBERnrttNUMBERmmmxvbnncfmpNUMBERxyNUMBERzsdr,1,0
31155,uqxlwNUMBERmsxxnixNUMBERyNUMBERrtvNUMBERkjNUMBERrvylisNUMBERzoNUMBERjukveaNUMBERyy,1,0
31156,ujwptnNUMBERvgNUMBERdNUMBER,1,0
31157,ujnvwNUMBERuuwlNUMBERztculfwjylzxujlNUMBERqbywzNUMBERtchkucjeNUMBERqjfykormxlNUMBERquezpiovtxjlgNUMBERrNUMBERnzNUMBERdNUMBER,1,0
31158,ujowpa,1,0
31159,ujbvcNUMBERojrkxet,1,0
31160,ujkwmk,1,0
31161,ujNUMBERmdlbrjtaNUMBER,1,0
31162,URL,336,2166
31163,k,17,29
31164,kr,1,0
31165,kre,0,31
31166,kremlin,0,1
31167,kren,0,1
31168,krengel,0,1
31169,krellis,0,1
31170,kryptonite,0,1
31171,krueger,0,1
31172,krusty,0,1
31173,krurjnmznNUMBERgiztNUMBERuNUMBERtuanNUMBERaNUMBERsyzvlsNUMBERzqjxpmtqNUMBERpxmNUMBERlNUMBERpNUMBERfNUMBERdo,1,0
31174,kra,0,3
31175,kramnik,0,1
31176,kragen,0,11
31177,kraken,0,1
31178,kraja,2,0
31179,krpm,0,4
31180,kris,1,0
31181,kristin,0,2
31182,krill,0,1
31183,kriticare,2,0
31184,krzysztof,0,1
31185,krow,1,1
31186,krondikesv,3,0
31187,krondikesvagen,1,0
31188,krNUMBERuNUMBERyb,1,0
31189,krNUMBERjttuaNUMBERzl,1,0
31190,krqzuzNUMBERyxNUMBERcmiNUMBERpkous,1,0
31191,ke,0,1
31192,kerdylio,0,1
31193,kerne,0,1
31194,kernel,0,83
31195,kernelversion,0,2
31196,kernels,0,14
31197,kernelNUMBER,0,1
31198,kernsrc,0,2
31199,kernheaders,0,1
31200,kermit,0,2
31201,kerberos,0,1
31202,kerosene,0,1
31203,kerry,0,1
31204,kerema,1,0
31205,key,11,94
31206,keys,0,26
31207,keystroke,0,5
31208,keystores,0,1
31209,keyserver,0,6
31210,keyservers,0,1
31211,keyboard,1,21
31212,keyboards,0,4
31213,keybinding,0,1
31214,keyword,1,4
31215,keywords,5,5
31216,keynesian,0,1
31217,keynsian,0,1
31218,keynote,0,2
31219,keyholder,0,1
31220,keypad,0,2
31221,keypads,0,1
31222,keyring,0,2
31223,keychain,0,1
31224,keygens,0,1
31225,keying,0,1
31226,keyed,0,2
31227,keymaster,0,1
31228,keep,53,153
31229,keeping,7,39
31230,keepo,0,1
31231,keeper,0,2
31232,keeps,6,11
31233,keen,0,6
31234,keel,0,1
31235,keeling,0,3
31236,keegan,1,0
31237,kept,8,28
31238,kevin,1,33
31239,kevinc,0,1
31240,kevlar,0,1
31241,kelly,2,8
31242,kelloggs,0,2
31243,kelsey,0,1
31244,keh,1,0
31245,kehoe,0,2
31246,ken,1,18
31247,kenay,0,1
31248,kent,0,2
31249,kentucky,3,1
31250,kenny,0,5
31251,kennykb,0,1
31252,kenneth,0,4
31253,kennedy,1,0
31254,kennedys,0,1
31255,kenner,1,0
31256,kennard,0,2
31257,kennan,0,1
31258,kenya,3,4
31259,kenyan,0,1
31260,kenworthy,0,1
31261,kendi,2,0
31262,keith,0,2
31263,keipeng,0,3
31264,kein,3,0
31265,keating,0,9
31266,kearney,0,8
31267,keon,0,1
31268,keoepbktwrNUMBERusyyczkNUMBERdmNUMBERpyaNUMBERqxuoaNUMBERsNUMBERyxuxmxvxzpjjq,1,0
31269,ketchup,0,4
31270,kettle,0,1
31271,kettler,0,2
31272,keNUMBERtv,0,1
31273,keNUMBERrNUMBERkjzNUMBERnepNUMBERxs,1,0
31274,kessler,0,1
31275,keddujggNUMBERyNUMBERpebdsiypjcatawmkNUMBERvxhwollNUMBERzumnpkyshemaivkitNUMBERlheNUMBERfm,1,0
31276,klez,0,3
31277,klein,1,2
31278,kleine,1,0
31279,kleiner,1,0
31280,kleenex,0,1
31281,kletnieks,0,4
31282,klimit,0,1
31283,klingon,0,1
31284,klingons,0,1
31285,kloiber,0,7
31286,klan,0,1
31287,klaus,0,3
31288,klay,3,0
31289,klar,1,0
31290,kluge,0,1
31291,kludge,0,1
31292,kludlkaiplcqcnnaigaybaxhesrhltsp,1,0
31293,klb,0,1
31294,klqrc,1,0
31295,klxvdluk,1,0
31296,know,74,392
31297,known,15,84
31298,knownow,0,2
31299,knowledge,21,40
31300,knowledgeable,2,0
31301,knowles,0,2
31302,knowlege,0,1
31303,knowlwedge,0,1
31304,knows,1,47
31305,knowing,3,11
31306,knowingly,1,2
31307,knock,0,7
31308,knockers,0,1
31309,knocked,0,4
31310,knocking,2,1
31311,knoxville,0,1
31312,knobel,0,1
31313,knew,8,35
31314,knee,0,6
31315,kneejerk,0,2
31316,kneel,0,3
31317,knees,0,1
31318,knetzger,1,0
31319,knit,0,1
31320,knife,4,3
31321,knifed,0,2
31322,knives,1,0
31323,knimokwuzNUMBERpmgadNUMBERmyklzNUMBERlNUMBERelihpeNUMBERbfvvkbNUMBERez,1,0
31324,knc,0,1
31325,knclooNUMBERrNUMBERldlpfcdd,1,0
31326,knapp,0,2
31327,knuckles,0,1
31328,knp,1,0
31329,knmNUMBERxlglksyNUMBERgtslfzy,1,0
31330,knmNUMBERppbNUMBERoNUMBERrioxuvyxbehrwNUMBERhpd,1,0
31331,knjiebomffd,1,0
31332,knhrloetpwj,1,0
31333,knkwrlkpotrNUMBERhmtvoejz,1,0
31334,knrllxkgsjoextlzlnqNUMBERkkqlnpnNUMBERduNUMBERcNUMBERpuqrfltx,1,0
31335,ki,2,0
31336,kick,1,18
31337,kicks,0,3
31338,kicked,0,4
31339,kickass,0,1
31340,kicking,0,2
31341,kiall,0,2
31342,kialllists,0,1
31343,kiara,0,2
31344,kiap,1,0
31345,kill,2,29
31346,killed,6,32
31347,killer,0,17
31348,killers,0,4
31349,killing,2,15
31350,killings,0,3
31351,kills,0,10
31352,killsawfiles,0,1
31353,killall,0,1
31354,killjoy,0,1
31355,kilos,0,1
31356,kilocalories,0,1
31357,kilojoules,0,2
31358,kilograms,0,2
31359,kilom,2,0
31360,kilometres,0,4
31361,kilometers,0,1
31362,kiloyear,0,2
31363,kilburn,0,2
31364,kilroy,0,1
31365,kilacycle,0,1
31366,kin,6,0
31367,kind,15,106
31368,kinda,0,15
31369,kindala,0,1
31370,kinds,1,18
31371,kindred,0,1
31372,kindergarten,0,1
31373,kindly,23,2
31374,kindle,0,2
31375,king,2,19
31376,kings,0,6
31377,kingsley,0,1
31378,kingdom,5,2
31379,kingdoms,1,0
31380,kingdomuruguayuzbekistanvanuatuvatican,1,0
31381,kinetic,0,2
31382,kinkily,0,1
31383,kinky,0,3
31384,kid,4,11
31385,kids,5,37
31386,kidd,1,0
31387,kiddie,0,3
31388,kiddies,0,7
31389,kidding,5,3
31390,kidnapping,0,1
31391,kidnapped,0,1
31392,kidney,1,0
31393,kit,5,5
31394,kitchen,1,6
31395,kitchens,0,2
31396,kiting,0,1
31397,kite,0,1
31398,kitts,2,0
31399,kim,0,2
31400,kimber,0,1
31401,kirqryvkoaxojhqizurNUMBERgNUMBERovbnidpkeoNUMBERkkulzNUMBERxkuxcgzsulkkvaaux,0,1
31402,kirkland,0,1
31403,kiev,0,1
31404,kieran,0,3
31405,kietkpamtiNUMBERrvNUMBERz,1,0
31406,kiss,2,4
31407,kissing,0,1
31408,kissinger,0,1
31409,kibasa,2,0
31410,kio,1,0
31411,kiorndilvgsilib,1,0
31412,kiysNUMBER,1,0
31413,kiwjjlcwegcxqmNUMBERoNUMBERtdpbedlojnldctpmlaNUMBERcddyjeooNUMBERbdllrNUMBERszn,1,0
31414,kiwNUMBERiqlptlhvwktcsrsiuuztjddluvlwNUMBERuxfpjlNUMBERaayyjooNUMBERlttNUMBERuvNUMBERmqqwjzw,1,0
31415,kizuNUMBERdvjztucrswvkbjddmxunrjwkcufwaewa,1,0
31416,kate,0,6
31417,kathy,0,1
31418,katherine,0,1
31419,kathmandu,1,0
31420,katu,0,1
31421,katchor,0,1
31422,kasichainula,0,1
31423,kasia,0,1
31424,kassabgi,0,3
31425,kashiwa,0,1
31426,karnak,0,3
31427,karnataka,0,2
31428,karolinska,0,1
31429,karp,0,1
31430,karen,0,2
31431,karesava,1,0
31432,karl,0,7
31433,karlheinz,0,1
31434,karsten,0,1
31435,karch,0,1
31436,karass,0,1
31437,karzai,0,1
31438,karimu,1,0
31439,karitane,1,0
31440,kamiokande,0,1
31441,kamuniak,0,1
31442,kampong,0,1
31443,kampf,0,1
31444,kamakiriad,0,1
31445,kamal,0,1
31446,kamah,1,0
31447,kamchat,0,2
31448,kamel,0,1
31449,kankovsky,0,1
31450,kann,0,3
31451,kannattanee,0,4
31452,kannattaa,0,4
31453,kannste,1,0
31454,kana,0,2
31455,kant,0,1
31456,kanga,0,1
31457,kangaroo,0,1
31458,kansas,4,0
31459,kansasNUMBER,0,1
31460,kandidat,2,0
31461,kabash,0,1
31462,kabtan,0,1
31463,kabila,8,0
31464,kaz,0,1
31465,kazaa,0,7
31466,kazakhstan,1,0
31467,kazu,2,0
31468,kai,0,1
31469,kaiubluwNUMBERtjdqNUMBERncxccNUMBERlNUMBERkp,1,0
31470,kahn,0,1
31471,kahles,0,1
31472,kaho,1,0
31473,kaleidoscope,0,1
31474,kalgoorlie,0,1
31475,kaldik,1,0
31476,kake,0,2
31477,kako,2,0
31478,kapor,0,1
31479,kapoor,0,1
31480,kao,2,0
31481,kada,2,0
31482,kaff,1,0
31483,kaqvnNUMBERdmNUMBERcocNUMBERqmdfNUMBERaNUMBEReysbiupdgbzyNUMBERqNUMBERmkNUMBERuczbmkzNUMBEReNUMBERrjqjyrvgmllhhdltwulyuiqNUMBER,1,0
31484,kava,1,0
31485,ko,3,0
31486,koh,1,0
31487,kohn,0,3
31488,kohles,0,1
31489,koshiba,0,1
31490,kosovo,0,1
31491,kostenloser,1,0
31492,kosnzgcyNUMBERipcwewyzbxefNUMBERv,1,0
31493,kommersant,0,1
31494,komiteta,2,0
31495,kopecks,0,1
31496,korea,1,3
31497,korean,0,3
31498,koreans,0,1
31499,koran,0,2
31500,korpela,0,1
31501,koristi,2,0
31502,koromah,1,0
31503,kodak,0,1
31504,kofi,0,2
31505,koch,0,1
31506,koerner,0,1
31507,koenig,0,1
31508,kolo,0,1
31509,kola,1,0
31510,kona,1,1
31511,konacno,2,0
31512,kong,4,0
31513,kongolo,3,0
31514,konghungaryicelandindiaindonesiairelandisraelitalyivory,1,0
31515,kontaktima,2,0
31516,kontrol,1,0
31517,kone,1,0
31518,konobo,1,0
31519,koji,2,0
31520,kojih,2,0
31521,koja,2,0
31522,kojo,1,0
31523,koga,2,0
31524,koNUMBER,1,0
31525,koxtbwultrzdffzeNUMBERjkyjtsnuww,1,0
31526,kozruNUMBERurlfbkogNUMBERflgi,1,0
31527,kourfcxubNUMBERchautNUMBERpmubNUMBERpNUMBERaeNUMBERjsNUMBERflsfxzjNUMBERuzkscl,1,0
31528,ky,3,0
31529,kycm,0,1
31530,kycNUMBERtkednNUMBERlsoquxfNUMBERnwlglzvcytpxpNUMBERupNUMBERnbvhloruiNUMBERxkvNUMBERd,1,0
31531,kyltxmNUMBERahzwpxfxwocNUMBERnNUMBERxmNUMBERiuotNUMBER,1,0
31532,kyupNUMBERmmNUMBERagggaaaaaaaaaaaa,1,0
31533,kyzNUMBERddpNUMBERbblkecrgozxrojymNUMBERcngopbnwwsmwcsqnwtNUMBERnptNUMBERnvpu,1,0
31534,kyrsjncNUMBERjpnckNUMBERsefgocjvpgeasmlu,1,0
31535,kyNUMBERzbtprsqltssNUMBEReNUMBERiNUMBERqloyioqNUMBERfejnanikyNUMBERbaaduxNUMBER,1,0
31536,kywtlxzilNUMBERnzpfyNUMBERyxkNUMBERbqrNUMBERxNUMBERvdribmvhljrjrkNUMBERamNUMBERsxchoozggNUMBERmzjnqtNUMBERaaNUMBERgaaaaaaaaaaa,1,0
31537,ks,1,0
31538,ksymtabsndhackusbsetinterface,0,2
31539,kspc,0,1
31540,ksh,0,2
31541,ksNUMBERnNUMBERhNUMBERtrNUMBERfNUMBERmNUMBERdlaaetzaabjNUMBERp,1,0
31542,ksNUMBERyxNUMBERovtcvzakvNUMBERkzuxyjNUMBERyjnyordNUMBERttNUMBERvNUMBERlkcctcozduvhNUMBERhNUMBERwucNUMBERsliNUMBERstNUMBERljggasmv,1,0
31543,ksNUMBERwsaapp,1,0
31544,ksmuNUMBERjogbexqNUMBERcpvuNUMBERnNUMBERuujnNUMBERoxhksncuwNUMBERwksmjyb,1,0
31545,ksnhpyNUMBERvNUMBERhhNUMBERmcNUMBERcNUMBERnvxnNUMBERhpNUMBERpkuvNUMBERwcpppNUMBERklolwfgtNUMBERhds,1,0
31546,kdpzNUMBERnbecrNUMBERosNUMBERpjolyNUMBERlspkgnshpjcdzirsxjvxmfpNUMBERyrnqNUMBERaypNUMBERhggwrvwgjgb,0,1
31547,kde,0,7
31548,kdv,2,0
31549,kdvtcutokwNUMBERnbhzyzxujfwykzkNUMBERpkjdrz,1,0
31550,kdNUMBER,1,0
31551,kduxgtplxzlNUMBERxluqsNUMBERiNUMBERtdkNUMBERoxnmryzxutcNUMBER,1,0
31552,km,0,20
31553,kmak,2,0
31554,kmart,1,0
31555,kmpsNUMBERkzriNUMBERkNUMBERusqrdtihhgxNUMBERlnvwNUMBERnceszufdNUMBERmNUMBERsjNUMBERbsoNUMBERny,1,0
31556,kmpzNUMBERtopdbkxncxavfxjalkgcxqplNUMBERp,1,0
31557,kmlpswkutetztstNUMBERdzngdxdxzxoyxsNUMBERucNUMBERhsNUMBERxidmaNUMBERoNUMBERlyhaoNUMBERq,1,0
31558,kmNUMBERvvdNUMBERfNUMBER,1,0
31559,kmvibkjjuklNUMBERlNUMBERifqoczrNUMBERmeNUMBERorvedtclnNUMBERimiq,1,0
31560,kmviwzNUMBERduNUMBERiatqrdssrxNUMBERsNUMBERytdraeNUMBERaNUMBERvlesfqgjzzuacckpNUMBERzNUMBERrocf,1,0
31561,kmvinzorabqbNUMBERjtNUMBERxmNUMBERpzcwlNUMBERcbgiasNUMBERoemNUMBERxjNUMBERcNUMBERqrajqubwvf,1,0
31562,kh,1,1
31563,khatami,0,1
31564,khare,0,19
31565,khalilzad,0,1
31566,khazadum,0,1
31567,khan,0,2
31568,khmer,0,1
31569,khobar,0,1
31570,khera,0,1
31571,khNUMBERhdNUMBERfzq,1,0
31572,khNUMBERk,1,0
31573,kuiper,0,2
31574,kuinka,0,4
31575,kun,0,4
31576,kunskap,0,8
31577,kum,0,2
31578,kuma,2,0
31579,kudzu,0,1
31580,kudos,0,2
31581,kurri,0,1
31582,kurds,0,1
31583,kurdish,0,1
31584,kurel,0,2
31585,kurzweil,0,1
31586,kurt,0,3
31587,kuraNUMBERammkNUMBERpgacfvslotweungmaaiNUMBERpdfsNUMBERldNUMBERzxakamrqgakNUMBERqkoyuxnzbxhfgaahoNUMBERfcoxnjj,1,0
31588,kuwait,1,1
31589,kuwaiti,0,1
31590,kuhn,0,1
31591,kuow,0,1
31592,kuzyk,0,2
31593,kuznetsov,0,3
31594,kusnetz,0,1
31595,kubelka,0,1
31596,kullanim,2,0
31597,kullanicimiz,1,0
31598,kullanilamaz,1,0
31599,kullanarak,1,0
31600,kuala,1,0
31601,kuNUMBERajtNUMBERhhdtwsNUMBERosNUMBERcNUMBERqyNUMBERc,1,0
31602,kuNUMBERslyNUMBERrxtNUMBERlmqngqhzwsNUMBERszlj,1,0
31603,kutjkpprNUMBERwxqzjpilNUMBERyNUMBERyrNUMBERmkNUMBERpirujqo,1,0
31604,kueux,1,0
31605,kuei,1,0
31606,kuulrzjiiyNUMBERgjjzocumNUMBERiuscjprdNUMBEReNUMBERjjuNUMBERyjrbNUMBERsNUMBERyxhtnpnadkumNUMBERwkmNUMBER,1,0
31607,kNUMBER,5,2
31608,kNUMBERn,0,1
31609,kNUMBERnlxNUMBERm,1,0
31610,kNUMBERnilsxovklNUMBERzoNUMBERtnmmjopnejjwpxdfwxNUMBERpfrmruvoNUMBERmqNUMBERr,1,0
31611,kNUMBERb,0,2
31612,kNUMBERbotujjzeeNUMBERoNUMBERoafahqvaaadydycjfyeemzxtoNUMBERrnndNUMBERgbbtvguNUMBERhljtqoufmwgyymiwwirbiiNUMBER,1,0
31613,kNUMBERo,1,0
31614,kNUMBERogzsaNUMBERavvolyvalwxNUMBERaacdwbNUMBERa,0,1
31615,kNUMBERoqfkoyksupfgtNUMBERtxceNUMBERlorzNUMBERslNUMBERlipoxfdNUMBERzkljlcijyvuitNUMBERkzbNUMBERyNUMBERutzprosbNUMBERoNUMBER,1,0
31616,kNUMBERoqnjtknlcmngNUMBERmesvNUMBERtgxrfNUMBERalNUMBERvosbk,1,0
31617,kNUMBERowqwwNUMBERskjndqlNUMBER,1,0
31618,kNUMBERhdmgNUMBERjmrakNUMBERxajNUMBERcheea,0,1
31619,kNUMBERhwydNUMBERuNUMBERmpcpNUMBERwbmfudtxnziNUMBERosNUMBERk,1,0
31620,kNUMBERxrtbNUMBERckdfimfkmNUMBERniNUMBERnrrkpyNUMBERgqsdnqwxxjjeNUMBERrlerxczskcuqNUMBERowojlxkcppNUMBERlewmNUMBERjjkeopo,1,0
31621,kNUMBERwNUMBERjjNUMBERgaotqxu,1,0
31622,kNUMBERwNUMBERawNUMBEReljnqogkNUMBERrgyeprc,1,0
31623,kNUMBERwlwNUMBERswgjnjejtsilvpNUMBERjjnrNUMBERmNUMBERfmNUMBERqxxzpfhNUMBERnvwc,1,0
31624,kNUMBERwrvNUMBERnwksecmmsutNUMBERc,1,0
31625,kNUMBERymntimcelgmNUMBERvlvNUMBERzycclosNUMBERts,1,0
31626,kNUMBERyNUMBERlNUMBERhuuvmNUMBER,1,0
31627,kNUMBERkvbmfhNUMBERu,1,0
31628,kNUMBERawjpNUMBERw,1,0
31629,kNUMBERjwzgNUMBERnmvksbteobbnstbsabxmNUMBERldtpcrbqoNUMBERjlezlltNUMBERtkNUMBERhxktkNUMBERyyNUMBERnmxugnkNUMBERogc,1,0
31630,kNUMBERjkrqjooNUMBERnbfpmssxvkNUMBERhjsgNUMBERzhsw,1,0
31631,kNUMBERixcurohwbzhuwNUMBERnfqjzsNUMBERqnyormthxgmveNUMBERylowopsotjhbzwdjpuwkwswNUMBER,1,0
31632,kNUMBERlbgNUMBERkomNUMBERspoNUMBERasobmNUMBERebdpoNUMBERsmadumosaavqaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0
31633,kNUMBERuueuNUMBERohrlrgaNUMBERqNUMBERwNUMBERwkvovzzrppyNUMBERxzNUMBERynfNUMBERqNUMBERnziycbaytcNUMBERxlnowNUMBERzsNUMBERbmNUMBERm,1,0
31634,kNUMBERdhjuNUMBERcw,1,0
31635,kNUMBERzNUMBERirsjkrelwpnpNUMBERfp,1,0
31636,kg,0,4
31637,kgacxjgmstaxuNUMBERss,1,0
31638,kgcbdusepr,1,0
31639,kgnNUMBERrrflNUMBERwedoeNUMBERkxzbnuNUMBERxNUMBERmvrzNUMBERmkvcqwpNUMBERotqtNUMBERsxktoxrvNUMBERmrNUMBERupvNUMBERorpijxNUMBERmnNUMBERawqNUMBERl,1,0
31640,kw,1,1
31641,kwick,0,1
31642,kwaday,0,2
31643,kwr,1,0
31644,kwgfiw,1,0
31645,kv,1,1
31646,kvim,0,1
31647,kvizmjqetw,1,0
31648,kvicmvNUMBERnNUMBERxogvvNUMBERsosisyiNUMBERsjsNUMBERsNUMBERukgnxzkxnpNUMBERevzxNUMBERwlnulowsNUMBERbtvdgscNUMBERnozwkgkvymplNUMBER,1,0
31649,kvalifikacije,2,0
31650,kvaqnNUMBERpsluomNUMBERlsaktnxvpdbnpgozazNUMBERpduqbNUMBERaxokxblxnbmjfofwntNUMBERwsNUMBERmNUMBERqNUMBERvplNUMBERzNUMBER,1,0
31651,kvseourNUMBERqNUMBERoNUMBERpcka,1,0
31652,kvsysslboscNUMBERddrf,1,0
31653,kvbnNUMBERnkxazajNUMBERkao,1,0
31654,kvNUMBERktlztcNUMBERtNUMBERyzrlh,1,0
31655,kvgvdlz,1,0
31656,kvgzNUMBERukuovql,1,0
31657,kb,0,1
31658,kbps,0,1
31659,kbNUMBERfvd,0,2
31660,kbase,0,1
31661,kbcdqgNUMBERvyNUMBERyNUMBERjllsstNUMBERizNUMBERoqjjztis,1,0
31662,kbzgwNUMBERtwablqaaaaaaaaaa,1,0
31663,kfc,0,2
31664,kfjc,0,4
31665,kfref,1,0
31666,kfreflpuxbiyazt,1,0
31667,kfreflpqNUMBER,1,0
31668,kfreflmNUMBERtxpdtxctncopt,1,0
31669,kfreflnyzdsNUMBERkNUMBERxo,1,0
31670,kfrefllpjx,1,0
31671,kfqNUMBERfmpmjfyeiptNUMBEReenNUMBERtNUMBERxjNUMBERxjNUMBERhrcpqdmemlNUMBERqlvzfzlcsxvoievr,1,0
31672,kfqNUMBERfmltjovmnjkbyNUMBERu,1,0
31673,kfqNUMBERfmocNUMBERbvtpNUMBERn,1,0
31674,kfNUMBERepmrsm,1,0
31675,kq,0,1
31676,kqueue,0,2
31677,kquNUMBERdkyNUMBERrliNUMBERcyf,1,0
31678,kqNUMBER,1,0
31679,kqtrvblbcwxzNUMBERfpfaaabmtNUMBERtdvjhjsyuhptNUMBERmgoNUMBERbeNUMBERjqxvtaNUMBERaeuaiwNUMBERkqtzlncNUMBERatbj,1,0
31680,kj,4,1
31681,kjofsNUMBERvlNUMBER,1,0
31682,kjoyNUMBERwoswnyxfeNUMBERfaleNUMBERainmjoecbpnczkn,1,0
31683,kjz,1,0
31684,kjzkivxxkgNUMBERszNUMBERpwhfqgorklgznwsxm,1,0
31685,kjlfxrNUMBERgacNUMBERwaaaaaaaaaaaaakNUMBEResw,1,0
31686,kjqqgoocilfNUMBERyuyqmvfclwqtfh,1,0
31687,kjwdnu,1,0
31688,kk,1,0
31689,kkk,0,2
31690,kkNUMBERdrzckpyykdNUMBERkd,1,0
31691,kktjlnztNUMBERlmnajgyddduovbjdnjouyNUMBERkkotnzjNUMBERwxacNUMBERmqtqcvpm,1,0
31692,kkrajNUMBERvoyuNUMBEReyrojpklnfNUMBERrlNUMBERfNUMBERluNUMBERuNUMBERyumuqwNUMBERrghwwaglfcNUMBERdtinpvhijxcNUMBERojNUMBERmNUMBERcxbzxyd,1,0
31693,kksmNUMBERpwNUMBERdwNUMBERmvsvabuxqgNUMBERjsexngaqvfurNUMBEReivahhzszjNUMBERjplp,1,0
31694,kph,0,1
31695,kpmg,0,1
31696,kpvzlfphNUMBERdtpNUMBERoNUMBERpjpxfmopNUMBERnaNUMBERqwfoisbfhjpqeqr,1,0
31697,kpnktsmujpv,1,0
31698,kzo,0,1
31699,kzogamgdaeerNUMBERjNUMBERgdmcnugdaeeriacynwwdsaNUMBERfccsmcogclhpfhizajjanzqeeNUMBERfgjkyucsvkt,1,0
31700,kzlNUMBERsabNUMBER,1,0
31701,kzlNUMBERsabNUMBERmaa,1,0
31702,kzlNUMBERsabNUMBERmaaaaaavNUMBERjuNUMBERzjwmiNUMBERpNUMBERfNUMBERfNUMBERlkttemNUMBERbcuc,1,0
